church,date,total_attendance,men,women,youth,children,salvations,baptisms,home_visits,meals_food_packs,preschool_attendance
Lundzi,2022-06-26,48,5,11,10,22,3,0,0,3,0
Lundzi,2022-07-02,39,6,8,5,20,2,0,3,0,0
Lundzi,2022-07-03,56,8,10,13,25,0,0,0,0,0
Lundzi,2022-07-09,59,7,12,14,26,2,0,4,180,0
Lundzi,2022-07-10,68,8,11,17,32,0,0,0,10,0
Lundzi,2022-07-16,63,7,13,9,34,0,0,2,0,0
Lundzi,2022-07-17,72,7,13,15,37,0,0,0,2,0
Lundzi,2022-07-23,49,6,11,13,19,0,0,5,0,0
Lundzi,2022-07-24,45,6,9,10,20,0,0,0,3,0
Lundzi,2022-07-30,25,3,5,7,10,0,0,0,0,0
Lundzi,2022-07-31,72,7,13,15,37,0,0,0,2,0
Lundzi,2022-08-06,63,7,13,9,34,0,0,2,0,0
Lundzi,2022-08-07,61,6,11,9,35,0,2,0,10,0
Lundzi,2022-08-13,49,6,11,13,19,0,0,5,0,0
Lundzi,2022-08-14,31,3,7,6,15,0,0,0,0,0
Lundzi,2022-08-20,59,7,12,14,26,2,0,4,180,0
Lundzi,2022-08-21,25,4,7,3,11,1,0,5,0,0
Lundzi,2022-08-27,21,7,4,3,7,0,0,2,72,0
Lundzi,2022-08-28,41,6,9,11,15,0,0,3,0,0
Lundzi,2022-09-04,25,4,7,3,11,1,0,5,0,0
Lundzi,2022-09-11,41,6,9,11,15,0,0,3,0,0
Lundzi,2022-09-18,69,7,13,15,34,0,0,3,0,66
Lundzi,2022-09-25,76,7,16,14,39,0,0,0,15,66
Lundzi,2022-10-02,25,4,7,3,11,1,0,5,0,0
Lundzi,2022-10-09,77,8,12,19,38,3,0,7,0,0
Lundzi,2022-10-16,41,6,9,11,15,0,0,3,0,0
Lundzi,2022-10-23,65,9,12,15,29,3,0,5,0,0
Lundzi,2022-10-30,25,4,7,3,11,1,0,5,0,0
Lundzi,2022-11-06,57,8,10,11,28,0,0,5,0,0
Lundzi,2022-11-13,69,7,13,15,34,0,0,3,0,0
Lundzi,2022-11-20,48,9,7,12,20,3,0,3,0,0
Lundzi,2022-11-27,40,5,7,9,19,0,0,2,15,0
Lundzi,2022-12-04,48,9,7,12,20,3,0,3,0,0
Lundzi,2022-12-18,40,5,7,9,19,0,0,2,15,0
Lundzi,2022-12-25,59,5,9,25,20,0,0,2,20,0
Lundzi,2023-01-01,39,3,5,10,21,0,0,3,12,0
Lundzi,2023-01-15,43,7,11,9,16,0,0,2,4,0
Lundzi,2023-01-22,48,9,7,12,20,3,0,3,0,0
Lundzi,2023-01-29,59,6,11,13,29,0,0,0,0,0
Lundzi,2023-02-05,43,7,11,9,16,0,0,2,128,0
Lundzi,2023-02-12,34,4,8,7,15,0,0,0,160,0
Lundzi,2023-02-19,53,6,10,12,25,2,0,2,96,0
Lundzi,2023-02-26,63,7,13,9,34,0,0,2,0,0
Lundzi,2023-03-12,59,7,12,14,26,2,0,4,160,0
Lundzi,2023-03-19,53,6,10,12,25,2,0,2,108,0
Lundzi,2023-03-26,22,3,4,5,10,0,0,3,0,0
Lundzi,2023-04-02,53,6,10,12,25,0,0,2,0,0
Lundzi,2023-04-09,119,18,30,26,45,0,0,5,0,0
Lundzi,2023-04-16,59,7,12,14,26,2,0,4,180,0
Lundzi,2023-04-23,65,6,15,13,31,4,0,8,432,0
Lundzi,2023-04-30,22,3,4,5,10,0,0,3,0,0
Lundzi,2023-05-07,53,6,10,12,25,2,0,2,0,0
Lundzi,2023-05-14,53,6,10,12,25,2,0,2,0,0
Lundzi,2023-05-21,43,5,13,0,25,1,0,4,0,0
Lundzi,2023-05-28,41,5,7,9,20,0,0,1,0,0
Lundzi,2023-06-04,36,4,8,9,15,0,0,3,360,0
Lundzi,2023-06-11,34,5,6,8,15,0,0,3,216,0
Lundzi,2023-06-18,56,7,10,13,26,0,0,1,0,0
Lundzi,2023-06-25,59,7,12,14,26,2,0,4,180,0
Lundzi,2023-07-02,39,6,8,5,20,2,0,3,0,0
Lundzi,2023-07-09,59,7,12,14,26,2,0,4,180,0
Lundzi,2023-07-16,42,6,9,7,20,0,0,0,360,0
Lundzi,2023-07-23,22,3,4,5,10,0,0,3,0,0
Lundzi,2023-07-30,25,3,5,7,10,0,0,0,0,0
Lundzi,2023-08-06,63,7,13,9,34,0,0,2,0,0
Lundzi,2023-08-13,49,6,11,13,19,0,0,5,0,0
Lundzi,2023-08-20,59,7,12,14,26,2,0,4,180,0
Lundzi,2023-08-27,21,7,4,3,7,0,0,2,72,0
Lundzi,2023-09-03,39,5,8,10,16,0,0,4,0,0
Lundzi,2023-09-10,21,7,4,3,7,0,0,0,72,0
Lundzi,2023-09-17,53,8,9,16,20,2,0,4,360,0
Lundzi,2023-09-24,49,7,12,10,20,2,0,0,0,0
Lundzi,2023-10-01,39,5,8,10,16,0,0,4,0,0
Lundzi,2023-10-08,39,5,8,10,16,0,0,4,0,0
Lundzi,2023-10-15,57,8,11,15,23,0,0,2,360,0
Lundzi,2023-10-22,49,7,12,10,20,2,0,0,0,0
Lundzi,2023-10-29,49,6,11,13,19,0,0,5,0,0
Lundzi,2023-11-05,21,7,4,3,7,0,0,2,72,0
Lundzi,2023-11-12,58,7,11,15,25,5,0,4,144,0
Lundzi,2023-11-19,38,6,7,10,15,5,0,3,0,0
Lundzi,2023-11-26,49,7,12,10,20,2,0,0,0,0
Lundzi,2023-12-03,53,6,10,12,25,0,0,2,108,0
Lundzi,2023-12-10,57,8,11,15,23,0,0,2,360,0
Lundzi,2023-12-17,53,6,10,12,25,2,0,2,108,0
Lundzi,2023-12-24,49,6,11,13,19,0,0,5,0,0
Lundzi,2024-01-07,58,10,15,8,25,0,0,0,0,0
Lundzi,2024-01-14,59,9,13,15,22,1,0,0,0,0
Lundzi,2024-01-21,59,8,14,12,25,0,0,0,0,0
Lundzi,2024-01-28,58,10,15,8,25,0,0,0,0,0
Lundzi,2024-02-02,61,7,11,18,25,0,0,0,0,0
Lundzi,2024-02-04,58,10,15,8,25,0,0,0,0,0
Lundzi,2024-02-09,58,9,8,16,25,0,0,0,0,0
Lundzi,2024-02-11,45,11,7,10,17,0,0,0,0,0
Lundzi,2024-02-16,51,6,10,15,20,0,0,0,320,0
Lundzi,2024-02-18,58,10,15,8,25,0,0,0,0,0
Lundzi,2024-03-03,58,10,15,8,25,0,0,0,0,0
Lundzi,2024-03-10,59,9,13,15,22,1,0,0,0,0
Lundzi,2024-03-17,53,9,13,5,26,0,0,3,0,0
Lundzi,2024-03-24,60,10,13,12,25,0,0,0,0,0
Lundzi,2024-03-31,118,16,26,30,46,15,0,0,0,0
Lundzi,2024-04-07,63,9,11,16,27,0,0,0,0,0
Lundzi,2024-04-21,53,9,13,5,26,0,0,3,0,0
Lundzi,2024-04-28,62,10,15,12,25,0,0,0,0,0
Lundzi,2024-05-05,59,9,17,10,23,0,0,3,0,0
Lundzi,2024-05-12,53,9,13,5,26,0,0,3,0,0
Lundzi,2024-05-19,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-05-26,55,7,11,15,22,0,0,2,0,0
Lundzi,2024-06-02,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-06-09,46,5,9,11,21,0,0,3,540,40
Lundzi,2024-06-16,56,8,15,10,23,0,0,3,0,40
Lundzi,2024-06-23,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-06-30,54,11,16,7,20,3,0,2,0,40
Lundzi,2024-07-07,118,16,26,30,46,15,0,0,0,0
Lundzi,2024-07-14,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-07-21,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-07-28,46,5,7,13,21,0,0,2,0,0
Lundzi,2024-08-04,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-08-11,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-08-18,53,9,13,5,26,0,0,3,0,0
Lundzi,2024-08-25,53,7,15,11,20,0,0,5,360,0
Lundzi,2024-09-01,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-09-08,63,9,11,16,27,0,0,0,0,0
Lundzi,2024-09-15,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-09-22,60,10,13,12,25,0,0,0,0,0
Lundzi,2024-09-29,118,16,26,30,46,15,0,0,0,0
Lundzi,2024-10-06,63,9,11,16,27,0,0,0,0,0
Lundzi,2024-10-13,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-10-20,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-10-27,54,9,15,10,20,0,0,2,0,0
Lundzi,2024-11-03,118,16,26,30,46,15,0,0,0,0
Lundzi,2024-11-10,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-11-17,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-11-24,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-12-01,53,9,13,5,26,0,0,3,0,0
Lundzi,2024-12-08,285,56,83,98,48,15,0,2,0,0
Lundzi,2024-12-15,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-12-22,56,8,15,10,23,0,0,3,0,0
Lundzi,2024-12-29,56,8,15,10,23,0,0,3,0,0
Lundzi,2025-01-05,53,9,13,5,26,0,0,3,0,0
Lundzi,2025-01-12,118,16,26,30,46,15,0,0,0,0
Lundzi,2025-01-19,76,9,22,18,27,7,0,2,320,0
Lundzi,2025-01-26,65,9,14,17,25,4,0,2,0,0
Lundzi,2025-02-02,61,7,11,18,25,0,0,0,0,0
Lundzi,2025-02-09,58,9,8,16,25,0,0,0,0,0
Lundzi,2025-02-16,51,6,10,15,20,0,0,0,320,0
Lundzi,2025-02-23,61,7,11,18,25,0,0,0,0,0
Lundzi,2025-03-09,50,7,15,11,17,3,0,2,0,0
Lundzi,2025-03-16,56,10,16,11,19,0,0,0,0,0
Lundzi,2025-03-23,65,9,14,17,25,4,0,0,0,0
Lundzi,2025-03-30,68,11,19,15,23,2,0,2,0,0
Lundzi,2025-04-20,93,15,28,20,30,5,0,0,0,0
Lundzi,2025-04-27,31,5,7,11,8,0,0,0,0,0
Lundzi,2025-05-04,34,5,5,9,15,0,0,0,0,0
Lundzi,2025-05-11,36,4,7,10,15,0,0,0,0,0
Lundzi,2025-05-18,31,5,7,11,8,0,0,0,0,0
Lundzi,2025-05-25,51,7,15,11,18,5,0,0,0,0
Lundzi,2025-06-01,26,4,5,7,10,0,0,0,0,0
Lundzi,2025-06-08,21,1,2,6,12,0,0,0,216,0
Lundzi,2025-06-15,32,5,5,7,15,0,0,0,144,0
Lundzi,2025-06-22,34,5,5,9,15,0,0,0,0,0
Lundzi,2025-06-29,31,8,6,5,12,0,0,0,0,0
Lundzi,2025-07-06,17,3,2,4,8,0,0,0,0,0
Lundzi,2025-07-13,15,1,4,4,6,0,0,0,0,0
Lundzi,2025-07-20,10,3,3,1,3,0,0,0,0,0
Lundzi,2025-07-27,15,4,4,0,7,0,0,0,0,0
Lundzi,2025-08-03,26,5,6,8,7,0,0,0,0,0
Lundzi,2025-08-10,26,1,7,7,11,0,0,0,0,0
Lundzi,2025-08-18,30,4,7,4,15,0,0,0,0,0
Lundzi,2025-08-24,36,6,5,10,15,0,0,0,0,0
Lundzi,2025-08-31,24,4,3,7,10,0,0,0,0,0
Lundzi,2025-09-07,17,3,4,2,8,0,0,0,0,0
Lundzi,2025-09-14,24,5,3,7,9,0,0,0,0,0
Lundzi,2025-09-21,48,6,10,10,22,0,0,0,360,0
Lundzi,2025-09-28,36,6,9,9,12,0,0,0,0,0
Lundzi,2025-10-05,35,4,6,10,15,0,0,0,0,0
Lundzi,2025-10-12,46,6,10,10,20,0,0,0,360,0
Lundzi,2025-10-19,48,6,10,10,22,0,0,0,360,0
Lundzi,2025-10-26,24,4,3,7,10,0,0,0,0,0
Lundzi,2025-11-02,38,3,8,12,15,0,0,3,0,0
Lundzi,2025-11-09,48,6,10,10,22,0,0,480,0,0
Lundzi,2025-11-23,35,4,6,10,15,0,0,0,0,0
Lundzi,2025-11-30,35,4,6,10,15,0,0,0,0,0
Lundzi,2025-12-07,40,8,10,7,15,0,0,0,0,0
Lundzi,2025-12-21,61,7,11,18,25,0,0,0,0,0
Lundzi,2026-01-11,45,6,11,10,18,0,0,0,0,0
Lundzi,2026-01-18,54,7,15,12,20,0,0,0,528,0
Lundzi,2026-01-25,61,7,11,18,25,0,0,0,0,0
Lundzi,2026-02-01,45,6,11,10,18,0,0,0,0,0
Lundzi,2026-02-08,43,6,10,7,20,1,0,0,0,0
Lundzi,2026-02-15,35,3,7,10,15,0,0,0,252,0
Lundzi,2026-02-22,33,1,10,7,15,0,0,0,0,0
Lundzi,2026-03-01,45,6,11,10,18,0,0,0,0,0
Lundzi,2026-03-22,37,6,11,5,15,0,0,0,180,0
Lundzi,2026-03-29,49,3,10,15,21,0,0,0,0,0
Lundzi,2026-04-05,90,9,25,23,33,5,0,0,0,0
Lundzi,2026-04-12,37,6,11,5,15,0,0,0,5,0
Lundzi,2026-04-19,37,6,11,5,15,0,0,0,180,0
Lundzi,2026-04-26,53,6,11,15,21,0,0,0,0,0
Lundzi,2026-05-03,60,7,12,17,24,0,0,0,180,0
Lundzi,2026-05-17,53,6,11,15,21,0,0,0,180,0
Lundzi,2026-05-24,41,5,14,10,12,0,0,0,0,0
Lushikishini,2022-01-01,13,2,2,4,5,0,0,0,0,0
Lushikishini,2022-01-08,12,1,2,4,5,0,0,0,0,0
Lushikishini,2022-01-15,14,1,4,6,3,0,0,0,0,0
Lushikishini,2022-01-22,12,1,5,4,2,0,0,0,0,0
Lushikishini,2022-01-29,23,6,8,2,7,0,0,0,0,0
Lushikishini,2022-02-05,38,5,11,3,19,5,0,0,0,0
Lushikishini,2022-02-12,20,1,5,4,10,0,0,0,0,0
Lushikishini,2022-02-19,23,1,5,7,10,0,0,0,0,0
Lushikishini,2022-02-26,13,1,4,5,3,0,0,0,0,0
Lushikishini,2022-03-05,17,1,6,5,5,0,0,0,0,0
Lushikishini,2022-03-12,22,1,6,5,10,0,0,1,0,0
Lushikishini,2022-03-19,14,1,5,2,6,0,0,0,0,0
Lushikishini,2022-03-26,22,1,9,2,10,0,0,0,144,0
Lushikishini,2022-04-02,18,1,8,3,6,0,0,0,0,0
Lushikishini,2022-04-09,19,3,7,4,5,0,0,0,0,0
Lushikishini,2022-04-16,34,3,11,6,14,0,0,0,0,0
Lushikishini,2022-04-23,19,2,6,3,8,0,0,0,0,0
Lushikishini,2022-04-30,19,3,4,4,8,0,0,0,0,0
Lushikishini,2022-07-02,42,2,11,12,17,0,0,0,396,0
Lushikishini,2022-07-09,31,3,8,11,9,0,0,0,0,0
Lushikishini,2022-07-16,68,6,16,18,28,0,0,0,0,0
Lushikishini,2022-07-23,30,2,10,6,12,0,0,0,324,0
Lushikishini,2022-07-30,26,2,6,11,7,0,0,0,0,0
Lushikishini,2022-08-06,68,6,16,18,28,0,0,0,0,0
Lushikishini,2022-08-13,30,2,10,6,12,0,0,0,324,0
Lushikishini,2022-08-20,49,3,10,13,23,0,0,0,108,0
Lushikishini,2022-08-27,35,3,11,12,9,0,0,0,72,0
Lushikishini,2022-09-04,9,2,2,2,3,0,0,0,0,0
Lushikishini,2022-09-11,4,1,1,2,0,0,0,0,0,0
Lushikishini,2022-09-18,8,2,3,2,1,0,0,0,0,0
Lushikishini,2022-09-25,8,1,3,4,0,0,0,0,0,0
Lushikishini,2022-10-02,7,1,3,2,1,0,0,0,0,0
Lushikishini,2022-10-09,4,1,1,2,0,0,0,0,0,0
Lushikishini,2022-10-16,6,2,2,2,0,0,0,0,0,0
Lushikishini,2022-10-23,6,2,2,2,0,0,0,0,0,0
Lushikishini,2022-10-30,6,2,2,1,1,0,0,0,0,0
Lushikishini,2022-11-06,5,1,2,2,0,0,0,0,0,0
Lushikishini,2022-11-13,4,1,1,2,0,0,0,0,0,0
Lushikishini,2022-11-20,3,1,2,0,0,0,0,0,0,0
Lushikishini,2022-11-27,7,1,1,0,5,0,0,0,0,0
Lushikishini,2022-12-04,10,1,2,2,5,0,0,0,0,0
Lushikishini,2022-12-11,8,1,3,0,4,0,0,0,0,0
Lushikishini,2022-12-18,16,1,2,5,8,0,0,0,0,0
Lushikishini,2022-12-25,27,3,7,7,10,0,0,0,0,0
Lushikishini,2023-01-01,13,2,2,4,5,0,0,0,0,0
Lushikishini,2023-01-08,12,1,2,4,5,0,0,0,0,0
Lushikishini,2023-01-15,14,1,4,6,3,0,0,0,0,0
Lushikishini,2023-01-22,12,1,5,4,2,0,0,0,0,0
Lushikishini,2023-01-29,23,6,8,2,7,0,0,0,0,0
Lushikishini,2023-02-05,38,5,11,3,19,5,0,0,0,0
Lushikishini,2023-02-12,20,1,5,4,10,0,0,0,0,0
Lushikishini,2023-02-19,23,1,5,7,10,0,0,0,0,0
Lushikishini,2023-02-26,13,1,4,5,3,0,0,0,0,0
Lushikishini,2023-03-05,17,1,6,5,5,0,0,0,0,0
Lushikishini,2023-03-12,22,1,6,5,10,0,0,1,0,0
Lushikishini,2023-03-19,14,1,5,2,6,0,0,0,0,0
Lushikishini,2023-03-26,22,1,9,2,10,0,0,0,144,0
Lushikishini,2023-04-02,18,1,8,3,6,0,0,0,0,0
Lushikishini,2023-04-09,19,3,7,4,5,0,0,0,0,0
Lushikishini,2023-04-16,34,3,11,6,14,0,0,0,0,0
Lushikishini,2023-04-23,19,2,6,3,8,0,0,0,0,0
Lushikishini,2023-04-30,19,3,4,4,8,0,0,0,0,0
Lushikishini,2023-05-07,18,3,6,2,7,0,0,0,396,0
Lushikishini,2023-05-14,19,1,7,3,8,0,0,0,72,0
Lushikishini,2023-05-21,28,4,10,4,10,0,0,0,72,0
Lushikishini,2023-05-28,36,2,8,8,18,0,0,0,0,0
Lushikishini,2023-06-04,31,3,9,6,13,0,0,0,324,0
Lushikishini,2023-06-11,21,3,7,3,8,0,0,2,72,0
Lushikishini,2023-06-18,38,4,11,5,18,0,0,1,36,0
Lushikishini,2023-06-25,31,3,8,7,13,0,0,0,0,0
Lushikishini,2023-07-02,42,2,11,12,17,0,0,0,396,0
Lushikishini,2023-07-09,31,3,8,11,9,0,0,0,0,0
Lushikishini,2023-07-23,34,2,10,8,14,0,0,0,0,0
Lushikishini,2023-07-30,26,2,6,11,7,0,0,0,0,0
Lushikishini,2023-08-06,68,6,16,18,28,0,0,0,0,0
Lushikishini,2023-08-13,30,2,10,6,12,0,0,0,324,0
Lushikishini,2023-08-20,49,3,10,13,23,0,0,0,108,0
Lushikishini,2023-08-27,35,3,11,12,9,0,0,0,72,0
Lushikishini,2023-09-03,38,2,10,8,18,0,0,0,0,0
Lushikishini,2023-09-10,34,2,9,10,13,0,0,0,360,0
Lushikishini,2023-09-17,32,2,8,6,16,0,0,0,108,0
Lushikishini,2023-09-24,33,4,11,7,11,0,0,0,108,0
Lushikishini,2023-10-01,26,2,6,12,6,0,0,0,360,0
Lushikishini,2023-10-08,24,2,9,5,8,7,0,0,72,0
Lushikishini,2023-10-15,24,2,8,6,8,0,0,0,0,0
Lushikishini,2023-10-22,28,2,10,6,10,0,0,0,36,0
Lushikishini,2023-10-29,21,2,7,8,4,0,0,1,72,0
Lushikishini,2023-11-05,40,2,11,11,16,0,0,3,108,0
Lushikishini,2023-11-12,70,8,27,8,27,43,0,9,396,0
Lushikishini,2023-11-19,30,2,8,7,13,0,0,0,36,0
Lushikishini,2023-11-26,42,2,14,10,16,0,0,4,684,0
Lushikishini,2023-12-03,26,2,7,9,8,0,0,0,0,0
Lushikishini,2023-12-10,27,2,11,9,5,0,0,0,468,0
Lushikishini,2023-12-17,36,3,10,11,12,0,0,0,36,0
Lushikishini,2023-12-31,21,2,11,6,2,0,0,0,0,0
Lushikishini,2024-01-07,55,1,18,14,22,0,0,0,0,0
Lushikishini,2024-01-14,43,2,14,11,16,0,0,0,0,0
Lushikishini,2024-01-21,55,2,16,12,25,0,0,0,0,0
Lushikishini,2024-01-28,46,2,15,8,21,0,0,0,0,0
Lushikishini,2024-02-02,48,3,11,12,22,0,0,0,0,0
Lushikishini,2024-02-04,50,2,16,10,22,0,0,0,360,0
Lushikishini,2024-02-09,44,4,12,7,21,0,0,0,256,0
Lushikishini,2024-02-11,49,2,17,8,22,0,0,0,0,0
Lushikishini,2024-02-16,26,3,6,16,1,0,0,0,0,0
Lushikishini,2024-02-18,39,2,11,9,17,1,0,0,0,0
Lushikishini,2024-02-25,40,2,10,12,16,0,0,0,0,0
Lushikishini,2024-03-03,50,2,14,16,18,0,0,0,0,0
Lushikishini,2024-03-10,38,3,9,11,15,16,0,0,0,0
Lushikishini,2024-03-17,28,2,7,9,10,0,0,0,36,0
Lushikishini,2024-03-24,30,2,12,6,10,19,0,0,180,0
Lushikishini,2024-03-31,41,2,17,10,12,0,0,0,0,0
Lushikishini,2024-04-07,12,2,6,2,2,0,0,0,324,0
Lushikishini,2024-04-14,36,2,11,8,15,0,0,0,0,0
Lushikishini,2024-04-21,44,2,13,9,20,0,0,0,0,0
Lushikishini,2024-04-28,36,2,2,7,25,0,0,2,0,0
Lushikishini,2024-05-05,50,2,8,15,25,0,0,2,0,0
Lushikishini,2024-05-12,37,2,13,11,11,0,0,0,15,0
Lushikishini,2024-05-19,49,3,14,10,22,0,0,0,15,0
Lushikishini,2024-05-26,30,2,9,7,12,0,0,0,0,0
Lushikishini,2024-06-02,34,2,10,8,14,0,0,0,0,0
Lushikishini,2024-06-09,37,3,13,6,15,0,0,0,0,0
Lushikishini,2024-06-16,31,2,10,8,11,0,0,0,0,0
Lushikishini,2024-06-23,49,2,12,9,26,0,0,0,0,0
Lushikishini,2024-06-30,48,2,10,7,29,0,0,0,0,0
Lushikishini,2024-07-07,46,2,10,11,23,0,0,0,36,0
Lushikishini,2024-07-14,46,3,11,8,24,0,0,0,612,0
Lushikishini,2024-07-21,50,2,16,11,21,0,0,0,0,0
Lushikishini,2024-07-28,43,3,11,11,18,0,0,0,0,0
Lushikishini,2024-08-04,42,1,19,10,12,0,0,0,0,0
Lushikishini,2024-08-11,98,24,33,13,28,0,0,6,36,0
Lushikishini,2024-08-18,68,4,15,15,34,2,0,0,504,0
Lushikishini,2024-09-01,35,2,15,4,14,0,0,0,0,0
Lushikishini,2024-09-08,69,3,18,7,41,0,0,0,72,0
Lushikishini,2024-09-15,16,2,4,6,4,0,0,0,9,0
Lushikishini,2024-09-22,17,2,5,4,6,0,0,0,32,0
Lushikishini,2024-09-29,47,4,14,10,19,0,0,0,0,0
Lushikishini,2024-10-06,66,4,14,13,35,2,0,0,352,0
Lushikishini,2024-10-13,51,5,13,10,23,0,0,64,0,0
Lushikishini,2024-10-20,39,3,14,7,15,0,0,0,0,0
Lushikishini,2024-10-27,43,4,13,11,15,0,0,2,0,0
Lushikishini,2024-11-10,46,4,14,11,17,0,0,1,192,0
Lushikishini,2024-11-17,51,4,13,10,24,0,0,0,0,0
Lushikishini,2024-11-24,61,4,20,11,26,0,0,1,0,0
Lushikishini,2024-12-01,48,3,11,12,22,0,0,0,0,0
Lushikishini,2024-12-08,78,6,24,12,36,0,0,0,0,0
Lushikishini,2024-12-15,49,3,11,11,24,0,0,0,0,0
Lushikishini,2024-12-22,58,4,18,11,25,0,0,0,0,0
Lushikishini,2024-12-29,35,4,6,9,16,0,0,0,64,0
Lushikishini,2025-01-05,66,5,13,18,30,25,0,1,0,0
Lushikishini,2025-01-12,54,3,10,13,28,0,0,0,0,0
Lushikishini,2025-01-19,49,3,10,10,26,0,0,0,448,0
Lushikishini,2025-01-26,69,5,10,14,40,0,0,1,0,0
Lushikishini,2025-02-02,48,3,11,12,22,0,0,0,0,0
Lushikishini,2025-02-09,44,4,12,7,21,0,0,0,256,0
Lushikishini,2025-02-16,26,3,6,16,1,0,0,0,0,0
Lushikishini,2025-02-23,44,3,9,6,26,0,0,0,0,0
Lushikishini,2025-03-02,37,2,10,8,17,0,0,1,0,0
Lushikishini,2025-03-09,47,2,11,12,22,0,0,0,0,0
Lushikishini,2025-03-16,40,3,13,9,15,0,0,1,0,0
Lushikishini,2025-03-23,49,3,14,7,25,1,0,1,0,0
Lushikishini,2025-03-30,41,2,10,7,22,0,0,0,0,0
Lushikishini,2025-04-06,39,3,11,7,18,0,0,0,0,0
Lushikishini,2025-04-13,46,2,11,4,29,0,0,1,0,0
Lushikishini,2025-04-20,49,3,15,12,19,0,0,0,0,0
Lushikishini,2025-04-27,37,4,6,3,24,0,0,0,8,0
Lushikishini,2025-05-04,33,3,9,9,12,0,0,0,36,0
Lushikishini,2025-05-11,80,40,40,0,0,0,0,3,72,0
Lushikishini,2025-05-18,35,3,13,6,13,0,0,0,20,0
Lushikishini,2025-05-25,34,3,12,7,12,0,0,0,0,0
Lushikishini,2025-06-01,42,3,15,4,20,0,0,1,108,0
Lushikishini,2025-06-08,34,3,10,1,20,0,0,1,0,0
Lushikishini,2025-06-15,49,3,15,7,24,0,0,1,0,0
Lushikishini,2025-06-22,44,3,12,6,23,0,0,2,396,0
Lushikishini,2025-06-29,53,3,16,10,24,0,0,0,0,0
Lushikishini,2025-07-06,21,3,6,7,5,0,0,1,0,0
Lushikishini,2025-07-13,39,3,14,5,17,0,0,1,108,0
Lushikishini,2025-07-20,49,3,10,9,27,1,0,0,0,0
Lushikishini,2025-07-27,46,3,13,9,21,0,0,0,0,0
Lushikishini,2025-08-03,28,1,9,5,13,0,0,2,0,0
Lushikishini,2025-08-18,51,4,13,8,26,0,0,0,324,0
Lushikishini,2025-08-24,47,4,13,6,24,0,0,0,36,0
Lushikishini,2025-08-31,33,3,8,7,15,0,0,0,0,0
Lushikishini,2025-09-07,25,4,7,4,10,0,0,2,108,0
Lushikishini,2025-09-14,36,3,11,7,15,0,0,0,0,0
Lushikishini,2025-09-21,57,3,15,4,35,0,0,0,360,0
Lushikishini,2025-09-28,44,3,12,8,21,0,0,0,36,0
Lushikishini,2025-10-05,38,5,8,5,20,0,0,0,0,0
Lushikishini,2025-10-12,48,2,16,4,26,0,0,1,10,0
Lushikishini,2025-10-19,36,2,15,5,14,0,0,1,0,0
Lushikishini,2025-10-26,53,3,17,6,27,0,0,1,0,0
Lushikishini,2025-11-09,52,3,15,7,27,0,0,0,0,0
Lushikishini,2025-11-16,25,3,5,3,14,0,0,0,0,0
Lushikishini,2025-11-23,50,2,11,6,31,0,0,0,0,0
Lushikishini,2025-11-30,46,2,11,6,27,0,0,0,0,0
Lushikishini,2025-12-07,52,3,11,7,31,0,0,0,0,0
Lushikishini,2025-12-14,39,1,13,3,22,7,0,48,0,0
Lushikishini,2025-12-21,59,4,10,11,34,0,0,3,0,0
Lushikishini,2025-12-28,31,2,5,9,15,0,0,0,0,0
Lushikishini,2026-01-04,68,4,11,15,38,0,0,0,0,0
Lushikishini,2026-01-11,41,3,10,7,21,0,0,0,0,0
Lushikishini,2026-01-18,65,3,15,12,35,0,0,0,0,0
Lushikishini,2026-01-25,65,3,15,12,35,0,0,0,0,0
Lushikishini,2026-02-01,69,3,18,11,37,0,0,0,0,0
Lushikishini,2026-02-08,63,2,16,8,37,0,0,0,0,0
Lushikishini,2026-02-15,33,2,10,7,14,0,0,0,0,0
Lushikishini,2026-02-22,36,3,9,6,18,0,0,0,0,0
Lushikishini,2026-03-01,61,2,17,8,34,0,0,1,0,0
Lushikishini,2026-03-08,40,2,7,6,25,5,0,0,0,0
Lushikishini,2026-03-15,57,3,15,6,33,0,0,0,0,0
Lushikishini,2026-03-22,39,3,17,4,15,0,0,0,0,0
Lushikishini,2026-03-29,42,3,13,3,23,0,0,1,0,0
Lushikishini,2026-04-05,47,3,17,7,20,0,0,1,324,0
Lushikishini,2026-04-12,46,2,14,8,22,0,0,0,0,0
Lushikishini,2026-04-19,67,2,32,11,22,0,0,0,0,0
Lushikishini,2026-04-26,75,3,21,11,40,0,0,0,0,0
